web-scraper-order,web-scraper-start-url,product,product-href,product_name,product_rating,rating_amount,price,product_sold,condition,unit_weight,category,description,store_name,store_rating,store_location,image_1-src
1661901823-841,https://www.tokopedia.com/search?condition=1%232&navsource=&page=27&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,HP Infinix Smart 6 2/32 Garansi ResmiRp1.139.000Kab. TangerangRosa Power4.7Terjual 250+,https://www.tokopedia.com/rosapower/hp-infinix-smart-6-2-32-garansi-resmi-smart-6-hd?extParam=ivf%3Dfalse%26src%3Dsearch,HP Infinix Smart 6 2/32 Garansi Resmi - Smart 6 HD,4.7,(51 rating),Rp1.139.000,Terjual 250+,Baru,500 Gram,500 Gram,"note: Disarankan menggunakan asuransi, jika tidak pakai asuransi, menjadi tanggung jawab pembeli jika ada masalah

Infinix Smart 6 mengusung layar IPS berukuran 6,6 inci dengan resolusi HD+ atau 720 x 1600 piksel.

Infinix Smart 6 membawa modul kamera belakang persegi dengan rincian kamera utama 8 MP dan kamera AI yang dipadukan dengan dual flash LED. Sementara kamera depan berukuran 5 MP.

Infinix Smart 6 dipacu prosesor Unisoc SC9863A dengan RAM 2 GB dan ROM 32 GB. Ponsel menjalankan Android 11 Go Edition.

Baterainya berkapasitas 5.000mAh yang bisa diisi dengan port micro USB. Fitur lain yang disematkan yakni internet 4G, dual SIM, slot micro SD hingga 512 GB, , dan jack headphone 3.5mm.",Rosa Power,4.9,Kab. Tangerang,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/5/14/0c577054-c850-4304-a38a-921bc079dc41.jpg.webp?ect=4g
1661904923-954,https://www.tokopedia.com/search?condition=1%232&navsource=&page=25&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,OPPO A96 8/256GB (5GB EXTENDED RAM) GARANSI RESMI OPPO INDONESIARp3.589.000CashbackJakarta Utarasmart cell's4.9Terjual 100+,https://www.tokopedia.com/smartcell123/oppo-a96-8-256gb-5gb-extended-ram-garansi-resmi-oppo-indonesia-pearl-pink?extParam=ivf%3Dfalse%26src%3Dsearch,OPPO A96 8/256GB (5GB EXTENDED RAM) GARANSI RESMI OPPO INDONESIA - Pearl Pink,4.9,(58 rating),Rp3.589.000,Terjual 100+,Baru,500 Gram,500 Gram,"NOTE : BARANG NEW 100% , BUKAN BARANG DEMO TANPA DUS !!!

Bonus sesuai diiklan
Antigores (sudah trpasang dri pabrik) 
Softcase (dalam box) 
Ring hp
Usb led
Gurita

Specifications

UKURAN DAN BERAT
Tinggi 164,4 mm
Lebar 75.7mm
Ketebalan 8,4 mm
Bobot 191 g

PENYIMPANAN
RAM 8GB
ROM 256GB
Tipe RAM: LPDDR4x @ 2133 MHz, 4 x 16-bit
Kartu Penyimpanan: Didukung
USB OTG: Didukung

LAYAR
Ukuran: 6,59 inci (16,73 cm)
Rasio Layar: 90.80%
Resolusi: 2412 x 1080 (FHD+)
Refresh Rate: Opsi: 60 Hz/90 Hz
Kecerahan:
Mode normal: 480 nits (Tipikal)
Mode kecerahan tinggi: 600 nits (Tipikal)
Panel: LCD (LTPS)
Kaca Pelindung: PC + papan PMMA

KAMERA
Belakang
Kamera Utama: 50MP, f/1.8, FOV 77°, lensa 5P, AF
Kamera Bokeh: 2MP, f/2.4, FOV 88.8°, lensa 3P, FF
Depan
Kamera depan: 16MP, f/2.0, FOV 79.3°, lensa 5P

Mode Pemotretan
Belakang:
Foto, Video, Malam, Pro, Panorama, Potret, Selang waktu, Stiker, Gerakan lambat, Pemindai teks, HD Ekstra, dan Google Lens
Depan:
Foto, Video, Panorama, Potret, Malam, Selang Waktu, Stiker

CHIPSET
CPU: Qualcomm Snapdragon 680
Kecepatan Inti CPU: 8 core, hingga 2,4 GHz
GPU: Qualcomm® Adreno™ GPU 610 @ 1.1 GHz

BATERAI
4880mAh/18.88Wh(Rated value)
5000mAh/19.35Wh (Typical value)
Pengisian Cepat: 33W SUPERVOOC

BIOMETRIK
Sidik Jari: Didukung
Pengenalan Wajah: Didukung

KONEKTIVITAS
WLAN
Wi-Fi 5 (802.11ac), 802.11a/b/g/n/;
WLAN 2.4G/WLAN 5.1G/WLAN 5.8G;
Mendukung Tampilan Wi-Fi dan tethering Wi-Fi
Bluetooth 5.0
USB Tipe-C
Jack Earphone 3,5 mm
Jaringan Selluler: 2G,3G,4G LTE

NFC
Mendukung membaca dan menulis ke kartu NFC 13,56 MHz
Mendukung AndroidBeam (mode Peer-to-peer)
Mendukung kartu HCE dan NFC-SIM (Hanya didukung untuk kartu 1)

SISTEM OPERASI
ColorOS 11.1",smart cell's,4.9,Jakarta Utara,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/4/16/cd85f2cc-87c1-4c1e-8133-9a919e186799.jpg.webp?ect=4g
1661854481-241,https://www.tokopedia.com/search?condition=1%232&navsource=&page=37&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,Oppo A16 Ram 3/32gb Garansi Resmi Oppo IndonesiaRp1.685.000CashbackTangerang SelatanbagindosONLINE5.0Terjual 500+,https://www.tokopedia.com/bagindosonline/oppo-a16-ram-3-32gb-garansi-resmi-oppo-indonesia-abu-abu?extParam=ivf%3Dfalse%26src%3Dsearch,Oppo A16 Ram 3/32gb Garansi Resmi Oppo Indonesia - Abu-abu,5.0,(205 rating),Rp1.685.000,Terjual 500+,Baru,500 Gram,500 Gram,"Pembelian tanpa asuransi tidak akan di proses!!




Oppo A16 3GB+32GB Garansi Resmi Oppo 1 Tahun

Penting
- Garansi Resmi Oppo
- Imei Terdaftar Di kemenprin

Kelengkapan
- Handphone
- Kabel usb
- Charger
- Softcase

Spec Lengkap

OPPO A16 menyebutkan, HP ini dtenagai prosesor MediaTek Helio G35, yang tercantum dengan kode MT6765G.

Spesifikasi OPPO A16 lain yang mulai terbongkar antara lain adalah penggunaan RAM 4GB dan dukungan sistem operasi Android 11. Soal performa, uji single-core menghasilkan 177 poin. Sementara pada multi-core mencapai 950 poin.
Spesifikasi pertama yang akan Anda dapatkan dari Oppo A16 adalah baterainya berkapasitas besar.

Smartphone ini berbekal dengan baterai berkapasitas 5000 mAh yang memungkinkan untuk Anda gunakan selama seharian penuh tanpa takut akan drop atau lemot

Smartphone ini juga lengkap charger dengan pengisian daya 10W, sehingga Anda tidak perlu lama menunggu agar baterainya bisa kembali penuh.

Sistem fast charging ini sangat bermanfaat bagi Anda yang mempunyai waktu terbatas untuk mengisi baterai.

Kapasitas baterai yang besar ini sangat cocok bagi Anda yang mempunyai aktivitas padat karena tidak perlu sering untuk melakukan pengisian.

Di samping itu, Anda juga bisa merasa aman ketika bepergian jauh dengan membawa smartphone Oppo A16 yang.

Sensor Kamera Beresolusi Tinggi
Oppo juga akan menghadirkan kamera beresolusi tinggi untuk smartphone seri A16 ini. Kamera smartphone tersebut mempunyai resolusi yang setara dengan seri sebelumnya, yaitu A15.

Lensa kamera depan Oppo A16 ini adalah 5 MP yang akan memberikan hasil selfie terbaik.

Pada kamera belakangnya, Oppo A16 juga lengkap dengan lensa yang mempunyai fungsi masing-masing.

Lensa utama belakangnya mempunyai resolusi 13 MP sementara dua lainnya mempunyai resolusi 2 MP yang masing-masing berfungsi sebagai kamera makro dan ultra wide.

Satu lagi kelengkapan kamera yang ada pada smartphone ini adalah panel IPS LCD dengan ukuran 6,5 inchi.",bagindosONLINE,4.9,Kota Tangerang Selatan,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/7/30/75981f7b-b3fd-4d12-aa0a-d563eaa70ffe.jpg.webp?ect=4g
1661906253-1000,https://www.tokopedia.com/search?condition=1%232&navsource=&page=24&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,XIAOMI REDMI 10 (2022) 6/128GB GARANSI RESMIRp2.350.000CashbackKediriGarden Cell Official5.0Terjual 80+,https://www.tokopedia.com/gardencell/xiaomi-redmi-10-2022-6-128gb-garansi-resmi-peble-white?extParam=ivf%3Dfalse%26src%3Dsearch,XIAOMI REDMI 10 (2022) 6/128GB GARANSI RESMI - PEBLE WHITE,5.0,(27 rating),Rp2.350.000,Terjual 80+,Baru,600 Gram,600 Gram,"Network 	Technology 	
GSM / HSPA / LTE
2G bands 3G bands 4G bands 	
Body 	Dimensions 	162 x 75.5 x 8.9 mm (6.38 x 2.97 x 0.35 in)
Weight 	181 g (6.38 oz)
SIM 	Hybrid Dual SIM (Nano-SIM, dual stand-by)
Display 	Type 	LCD, 90Hz
Size 	6.5 inches, 102.0 cm2 (~83.4% screen-to-body ratio)
Resolution 	1080 x 2400 pixels, 20:9 ratio (~405 ppi density)
Protection 	Corning Gorilla Glass 3
Platform 	OS 	Android 11, MIUI 12.5
Chipset 	MediaTek Helio G88 (12nm)
CPU 	Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)
GPU 	Mali-G52 MC2
Memory 	Card slot 	microSDXC (uses shared SIM slot)
Internal 	64GB 4GB RAM, 128GB 4GB RAMeMMC 5.1
Main Camera 	Quad 	50 MP, f/1.8, (wide), PDAF
8 MP, f/2.2, 120˚ (ultrawide)
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)
Features 	LED flash, HDR, panorama
Video 	1080p@30fps
Selfie camera 	Single 	8 MP, f/2.0, (wide), 1/4.0”, 1.12µm
Features 	HDR, panorama
Video 	1080p@30fps
Sound 	Loudspeaker 	Yes, with stereo speakers
3.5mm jack 	Yes
Comms 	WLAN 	Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot
Bluetooth 	5.1, A2DP, LE
GPS 	Yes, with A-GPS, GLONASS, GALILEO, BDS
NFC 	Yes (market/region dependent)
Infrared port 	Yes
Radio 	FM radio
USB 	USB Type-C 2.0
Features 	Sensors 	Fingerprint (side-mounted), accelerometer, proximity, compass
Battery 	Type 	Li-Po 5000 mAh, non-removable
Charging 	Fast charging 18W
Reverse charging 9W",Garden Cell Official,4.9,Kota Kediri,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/2/16/140718be-849d-4955-99c4-325e7a3069ed.jpg.webp?ect=4g
1661889209-343,https://www.tokopedia.com/search?condition=1%232&navsource=&page=36&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,Sisa 2Samsung Galaxy M12 3/32 RAM 3GB ROM 32GB GARANSI RESMIRp1.610.000CashbackDepokARM PONSEL4.9Terjual 100+,https://www.tokopedia.com/armponsel-1/samsung-galaxy-m12-3-32-ram-3gb-rom-32gb-garansi-resmi-hijau?extParam=ivf%3Dfalse%26src%3Dsearch,,,,,,,,,,,,,
1661893321-509,https://www.tokopedia.com/search?condition=1%232&navsource=&page=33&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,Samsung Galaxy A03 Core 2/32 GB Resmi Garansi SEINRp1.147.000Jakarta PusatTakasihmurahhp4.9Terjual 250+,https://www.tokopedia.com/takasihmurahhp/samsung-galaxy-a03-core-2-32-gb-resmi-garansi-sein-blue?extParam=ivf%3Dfalse%26src%3Dsearch,Samsung Galaxy A03 Core 2/32 GB Resmi Garansi SEIN - Blue,4.9,(40 rating),Rp1.147.000,Terjual 250+,Baru,500 Gram,500 Gram,"Samsung Galaxy A03 Core 2/32 Spesial Garansi Resmi

• LCD : 165.5mm (6.5"" full rectangle) / 161.1mm (6.3"" rounded corners)PLS TFT LCD
• Batt mAh : 5.000mAh (tipikal)
• Proccessor : Octa-Core 1.6GHz, 1.2GHz
• Rear Camera : 8MP
• Front Camera : 5MP

Spec :
Jaringan : 4G/3G/2G
Sim Card Slot : Dual-SIM Nano-SIM (4FF) SIM + SIM 2 + MicroSD
Camera : Rear Camera : 8MP , Front Camera : 5MP
Ram : 2GB
Rom : 32GB
Display : 165.5mm (6.5"" full rectangle) / 161.1mm (6.3"" rounded corners) PLS TFT LCD
Resolusi : 720 x 1600 (HD+)
Batt : 5.000mAh (tipikal)
Proccessor : Octa-Core 1.6GHz, 1.2GHz
CPU : Octa-Core 1.6GHz, 1.2GHz
GPU : -
Operating System : Android™
Warna : Hitam , Biru

Nb.
Repack : Sinyal Aktif (Aktivasi) s&k
Produk Dijamin Baru (Garansi Resmi)

Untuk keamanan pengiriman produk , disarankan untuk menambahkan bungkus kemasan produk dengan cara klik link berikut ini :

https://www.tokopedia.com/takasihmurahhp/bubble-wrap-tambahan-bungkus-kemasan-produk-kemasan-kecil

Waktu Operasional :
Senin sd Sabtu
09.00 - 16.30
Minggu dan Hari Besar (Libur) (Slow respon)
Pesanan yang masuk akan di proses di hari dan jam Operasional.",Takasihmurahhp,4.9,Jakarta Pusat,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/5/19/1693eaad-d20d-4773-828e-73c4d00ae4c5.jpg.webp?ect=4g
1661897247-666,https://www.tokopedia.com/search?condition=1%232&navsource=&page=30&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,Super Gadget DayRedmi Note 11 Garansi Resmi No RepackRp2.367.000Kab. SidoarjoCare Gadget5.0Terjual 500+,https://www.tokopedia.com/caregadget/redmi-note-11-garansi-resmi-no-repack-random-acak-4-128?extParam=ivf%3Dfalse%26src%3Dsearch,"Redmi Note 11 Garansi Resmi No Repack - Random/Acak, 4/128",5.0,(169 rating),Rp2.367.000,Terjual 500+,Baru,500 Gram,500 Gram,"Selamat datang di Care Gadget


Produk : Xiaomi Redmi Note 11 NO REPACK

Ram/Rom : 4/128gb, 6/128gb

Garansi : 1 Tahun Resmi Xiaomi Indonesia

Warna : Gray,white,blue

Spesifikasi : googling Gsmarena ya ^_^

Stock : Real Stock, jadi langsung order aja buyerku


Cttn : ~ Unit yg dijual Baru segel pabrik

           ~ Unit mulus atau layak Jual

           ~ Asuransi Opsional, tdk asuransi

            =resiko pengiriman ditanggung buyer

           ~ Jika memilih variant random tdk menerima   complain warna

           ~ Order = Setuju


ANTI REPACK

ANTI PACKING TIDAK AMAN


Selama iklan aktif = Unit Ready

Silahkan ya para Care ku...",Care Gadget,5.0,Kab. Sidoarjo,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/20/7fa47584-7f27-4d25-bc52-54ccca49380e.jpg.webp?ect=4g
1661893166-503,https://www.tokopedia.com/search?condition=1%232&navsource=&page=33&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,Samsung A13 4/128 GB - Garansi Resmi Samsung IndonesiaRp2.365.000Jakarta UtaraUniverse Store5.0Terjual 60+,https://www.tokopedia.com/universestore/samsung-a13-4-128-gb-garansi-resmi-samsung-indonesia-black?extParam=ivf%3Dfalse%26src%3Dsearch,Samsung A13 4/128 GB - Garansi Resmi Samsung Indonesia - Black,5.0,(17 rating),Rp2.365.000,Terjual 60+,Baru,500 Gram,500 Gram,"Garansi Resmi Samsung Indonesia 1 Tahun

100% Original Baru dan Segel Asli Samsung (Garansi belum Jalan / Aktivasi)

Imei Terdaftar Resmi di Kemenperin

Spesifikasi :

NETWORK	Technology	
GSM / HSPA / LTE
LAUNCH	Announced	2022, March 04
Status	Available. Released 2022, March 23
BODY	Dimensions	165.1 x 76.4 x 8.8 mm (6.5 x 3.01 x 0.35 in)
Weight	195 g (6.88 oz)
Build	Glass front (Gorilla Glass 5), plastic frame, plastic back
SIM	 Dual SIM (Nano-SIM, dual stand-by)
DISPLAY	Type	PLS LCD
Size	6.6 inches, 104.9 cm2 (~83.2% screen-to-body ratio)
Resolution	1080 x 2408 pixels, 20:9 ratio (~400 ppi density)
Protection	Corning Gorilla Glass 5
PLATFORM	OS	Android 12, One UI 4.1
Chipset	Exynos 850 (8nm)
CPU	Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55)
GPU	Mali-G52
MEMORY	Card slot	microSDXC (dedicated slot)
Internal	128GB 4GB RAM
 	eMMC 5.1
MAIN CAMERA	Quad	50 MP, f/1.8, (wide), PDAF
5 MP, f/2.2, 123˚ (ultrawide), 1/5"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)
Features	LED flash, panorama, HDR
Video	1080p@30fps
SELFIE CAMERA	Single	8 MP, f/2.2, (wide)
Video	1080p@30fps
SOUND	Loudspeaker	Yes
3.5mm jack	Yes
COMMS	WLAN	Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot
Bluetooth	5.0, A2DP, LE
GPS	Yes, with A-GPS, GLONASS, GALILEO, BDS
NFC	 No
Radio	No
USB	USB Type-C 2.0, USB On-The-Go
FEATURES	Sensors	Fingerprint (side-mounted), accelerometer, compass
 	Virtual proximity sensing
BATTERY	Type	Li-Po 5000 mAh, non-removable
Charging	Fast charging 15W",Universe Store,4.9,Jakarta Utara,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/4/1/f75b9454-c696-46f8-864b-674012fd922b.jpg.webp?ect=4g
1661894538-558,https://www.tokopedia.com/search?condition=1%232&navsource=&page=32&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,OPPO A15s RAM 4GB/128GB 8MP depan 13MP kamera belakang layar 6.52 inciRp1.180.000CashbackBekasiSMART cell phone 3C4.5Terjual 100+,https://www.tokopedia.com/smartcellphone3c/oppo-a15s-ram-4gb-128gb-8mp-depan-13mp-kamera-belakang-layar-6-52-inci-putih-4-128gb?extParam=ivf%3Dfalse%26src%3Dsearch,"OPPO A15s RAM 4GB/128GB 8MP depan 13MP kamera belakang layar 6.52 inci - Putih, 4/128GB",4.5,(57 rating),Rp1.180.000,Terjual 100+,Baru,500 Gram,500 Gram,"BODY
Dimensions	164 x 75.4 x 7.9 mm (6.46 x 2.97 x 0.31 in)
Weight	177 g (6.24 oz)
Build	Glass front, plastic back, plastic frame
SIM	Dual SIM (Nano-SIM, dual stand-by)

DISPLAY
Type	IPS LCD, 480 nits (typ)
Size	6.52 inches, 102.6 cm2 (~83.0% screen-to-body ratio)
Resolution	720 x 1600 pixels, 20:9 ratio (~269 ppi density)

PLATFORM
OS	Android 10, ColorOS 7.2
Chipset	Mediatek MT6765 Helio P35 (12nm)
CPU	Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)
GPU	PowerVR GE8320

MEMORY
Card slot	microSDXC
Internal	128GB 4GB RAM, 128GB 6GB RAM
 	eMMC 5.1

MAIN CAMERA
Triple	13 MP, f/2.2, (wide), 1/3.1"", 1.12µm, PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)
Features	LED flash, HDR, panorama
Video	1080p@30fps

SELFIE CAMERA
Single	8 MP, f/2.0, (wide)
Features	HDR
Video	1080p@30fps
SOUND
Loudspeaker	Yes
3.5mm jack	Yes

COMMS
WLAN	Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot
Bluetooth	5.0, A2DP, LE, aptX
GPS	Yes, with A-GPS, GLONASS, GALILEO, BDS
NFC	No
Radio	FM radio
USB	microUSB 2.0, USB On-The-Go",SMART cell phone 3C,4.6,Kota Bekasi,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/12/16/c4e8d0b3-dc05-4bf2-83db-9d9d7e1bffe8.jpg.webp?ect=4g
1661894399-552,https://www.tokopedia.com/search?condition=1%232&navsource=&page=32&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,oppo a92Rp4.099.000Jakarta Baratpink fancy5.0Terjual 70+,https://www.tokopedia.com/mariasan/oppo-a92?extParam=ivf%3Dfalse%26src%3Dsearch,oppo a92,5.0,(8 rating),Rp4.099.000,Terjual 70+,Baru,500 Gram,500 Gram,"OPPO A92

Dimensions/Weight

Height: 162mm

Width: 75.5mm

Thickness: 8.9mm

Weight: About 192g

Basic Parameters

Color: Twilight Black, Shining White, Aurora Purple

Operating System: ColorOS 7.1, based on Android 10

CPU: Qualcomm SM6125(SDM 665)

GPU: Adreno 610

Battery: 4880mAh(minimum) / 5000mAh(typical)

RAM: 6GB / 8GB

Storage: 128GB

Display

Size: 16.50cm (6.5"")

Touchscreen: Multi-touch, Capacitive Screen

Resolution: 2400 by 1080 pixels (FHD+)

Colors: 16.7 million colors

Screen Ratio: 90.50%

Contrast: 1500:1typ

Type: TFT-LCD

Brightness: 480 nits(typical)

Camera

Rear Sensor: 48MP & 8MP & 2MP & 2MP

Front Sensor: 16MP

Aperture:
Rear: f/1.7 + f/2.2 + f/2.4 + f/2.4
Front: f/2.0

Sensor Size:
Rear: 1/2''/0.8um+1/4''/1.12um+1/5''/1.75um+1/5''/1.75um
Front: 1/3.1''/1um

Camera Mode: Photo, Video, Night, Portrait, Expert, Panorama, Time-Lapes, Slow-Motion

Video:
Rear: 4K/1080P/720P@30fps; default 1080P@30fps
Front: 1080P/720P@30fps default 720P@30fps

Battery

Talk Time: 34 jam

Audio Playback: 50 jam

Video Playback: 7 jam

Connectivity

Frequencies:
GSM: 850/900/1800/1900MHz
WCDMA: Bands 1/5/8
FDD-LTE: Bands 1/3/5/8
TD-LTE: Bands 38/40/41

SIM Card Type: Nano-SIM / Nano-USIM + Micro-SD Card

GPS: Built-in GPS; supports A-GPS, Beidou, Glonass, GALILEO

Bluetooth: 5.0

WLAN Function: WLAN 2.4G / WLAN 5.1G / WLAN 5.8G, WLAN Display

OTG: Supported

NFC: No

Sensors

Side Fingerprint Unlock

Induksi magnetik

Sensor cahaya

Sensor jarak

G-sensor / Sensor percepatan


In the Box

OPPO A92 * 1

C",pink fancy,4.9,Jakarta Barat,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/1/7/e3333267-b867-418e-bb80-d7a82011a24d.jpg.webp?ect=4g
1661852386-217,https://www.tokopedia.com/search?condition=1%232&navsource=&page=38&q=handphone&rt=4%2C5&sc=24&srp_component_id=02.01.00.00&srp_page_id=&srp_page_title=&st=product,Xiaomi Official Redmi Note 10 5G 4/128GB Muklay Edition Smartphone - Aurora GreenRp2.449.0006%Rp2.599.000Jakarta UtaraXiaomi Official Store4.9Terjual 90+,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_1dHpKOopnpbm-xgVY789CBUsthbm-FQRo2PcB5QiUEoaFiPcBWgZUEH_yfH_K76AnhHmFiyRCsUstdHAnDUMWB89P5rMzwq3ei6sJOopnaHsyhoAUDUMVj9RosQR-BUstpHAHXHAjhH_nFH_eRHp1OHiFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z92HqjOd_S2u8jN1u_C6uJVN_92go1NkyfBHe72a3BxDHfUpZMWyH7NkysoGQJBkQfBoepzR_SB-r7BWo9giQ1NDZ325quB9Z_CoQugD_S2CPJYJ19xo1pnF_3OcQ1h1qp-qqMP7_M2VouB1gRxguO1h3jzDq1B2PfBiH72F3s-DPuKa1MhszsBF3jo-ojBke3BHe72fyfODQMV9o3gsZJ2f3jx3qMzc69Cqe7jfZ32Cq1hAZSgsQ3hXyurOgMHaqIgszsBF3jo-ojBke3BHe72dgVP383u36_CgufzEZ325q3Jp1MggQj2f3uPZ6cgIPACyH7-5yfOc8B2_Z9o-QjNkysoGQVKaZSBiHfzE3Bo-ojBke3BHe72E3_UN8u23692qu7gN3_-Sq1Y2Z92ozVuO_92SH1YJ1_-6ucWd_jzCoJNAZsjibm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-E9fg2zAotb3rdq_ojeuudgu-9q7YBZB2aqJh-zIPse9z3e3PbzcN5HOzsP7xIr_HfP7YerJWVuJzIg1Uayjz9ZaOqoBgDgcOOHOthr_PB3u4Ru3yNP3H71RVa9Oou_SVHgcoFg1hV1fVXy1ujr_Poq_ja1SoRZ7V29foJe12OeiUDUMVDgaUEUMW79RCtrMVpgZUDUMNOQ3-BrBY5gBYxgIHi6sUFbm-XP3Oig9-wy3zp9R-BrZUEHsnDUMoxPVY2gIHi6BDfoZFaomFpHA179ZFiQBYsy3Njq3zxPcuwy3zpUsthoAHDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-ag3hBPMVXyfuwrfo5rM1i6snX6ArNHpjh6AKf6_nhopyaoZFirI-2yfuwyMBjUstdHAnDUMP5y3hwq3ei6sUDUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUEo_rhbsJNH_JFHsJ7opyF6_1DUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snX6AK7o_1ao_HdHpj76_Udwe?src=search&dv=desktop&ob=23&management_type=1&is_search=1&keywords=handphone&t=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Fxiaomi%2Fxiaomi-official-redmi-note-10-5g-4-128gb-muklay-edition-smartphone-aurora-green%3FextParam%3Divf%253Dfalse%26src%3Dtopads&page=38,Xiaomi Official Redmi Note 10 5G 4/128GB Muklay Edition Smartphone - Aurora Green,4.9,(56 rating),Rp2.449.000,Terjual 90+,Baru,1.000 Gram,1.000 Gram,"Redmi Note 10 5G Special Muklay Edition 4GB 128GB Smartphone

Dimensity 700 Prosesor 7nm dengan dual 5G

90Hz 6.5 DotDisplay
180Hz touch sampling rate

48MP triple kamera
Lensa makro dan sensor depth

Baterai besar 5000mAh (typ)
Pengisian cepat 18W, NFC

Hi Mi Fans,
Demi kenyamanan dan keamanan berbelanja.. mohon bantu kami yaa.
1. Menyertakan video unboxing ketika komplain
2. Rekam video dengan jelas sebelum membuka paket
3. Mohon maaf, kami tidak menerima video yang direkam setelah paket dibuka serta video editan atau terputus-putus
4. Jangan lupa kasih review dan rate bintangnya ya",Xiaomi Official Store,4.9,Jakarta Utara,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/29/916026c0-3b0a-4b80-8f83-42e41b53c226.png.webp?ect=4g
